valueSetOid,valueSetName,version,code,display
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,119398007,Specimen from brain
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,119399004,Specimen from eye
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,119400006,Specimen from cornea
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,119401005,Specimen from conjunctiva
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,119403008,Specimen from placenta
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122550002,Specimen obtained by fine needle aspiration procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122551003,Peripheral blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122552005,Arterial blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122553000,Blood specimen obtained from umbilicus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122554006,Capillary blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122555007,Venous blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122556008,Cord blood specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122557004,Cord blood specimen from fetus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122558009,Blood specimen from blood product
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122559001,Blood specimen from control
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122560006,Blood specimen from donor
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122561005,Blood specimen from patient
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122562003,Blood specimen from newborn
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122563008,"Blood bag specimen, from patient"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122564002,"Blood bag specimen, from blood product"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122565001,Urinary catheter specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122566000,Fluid specimen from wound
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122567009,Urine sediment specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122568004,Exudate specimen from wound
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122569007,Sweat specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122571007,Pericardial fluid specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122572000,Vomitus specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122573005,Gastric contents specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122574004,Duodenal fluid specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122575003,Urine specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122576002,Genital mucus specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122577006,Cervical mucus specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122578001,Female genital fluid specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122579009,Genital lochia specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122580007,Cerumen specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122581006,Erythrocyte specimen from blood donor
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122582004,Erythrocyte specimen from blood product
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122583009,Erythrocyte specimen from patient
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122584003,Leukocyte specimen from patient
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122585002,Leukocyte specimen from control
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122587005,Platelet poor plasma specimen from control
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122588000,Platelet poor plasma specimen from patient
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122589008,Serum specimen from donor
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122590004,Serum specimen from patient
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122591000,Serum specimen from blood product
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122592007,Acellular blood (serum or plasma) specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122593002,Tissue specimen obtained from ulcer
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122594008,Tears specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122595009,Specimen from breast obtained by total mastectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122596005,"Specimen from breast obtained by complete excision of lesion, less than total mastectomy"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122597001,"Specimen from breast obtained by complete excision, less than total mastectomy, with axillary contents"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122598006,"Specimen from breast obtained by complete excision, less than total mastectomy, without axillary contents"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122599003,Specimen from breast obtained by radical mastectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122600000,Specimen from breast obtained by modified radical mastectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122601001,Specimen from breast obtained by biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122602008,Tissue specimen from biopsy of upper aerodigestive tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122604009,Specimen from lung obtained by wedge resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122605005,Specimen from lung obtained by segmentectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122606006,Specimen from lung obtained by lobectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122607002,Specimen from lung obtained by pneumonectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122608007,Specimen from lung obtained by major airway resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122609004,Specimen from lung obtained by bronchial washing procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122610009,Specimen from lung obtained by biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122611008,Specimen from lung obtained by fiberoptic bronchoscopic biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122613006,Specimen from lung obtained by mediastinoscopic biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122614000,Specimen from lung obtained by fine needle aspiration procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122616003,Specimen from pleura obtained by open thoracotomy and biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122617007,Specimen from pleura obtained by percutaneous needle biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122618002,Specimen from pleura obtained by fine needle aspiration procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122619005,Specimen from pleura obtained by thoracentesis
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122620004,Specimen from pleura obtained by thoracoscopic procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122621000,Specimen from pleura obtained by thoracoscopic biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122622007,Specimen from pleura obtained by lymph node biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122623002,Specimen from heart obtained by biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122624008,Specimen from heart obtained by excisional biopsy of lesion
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122625009,Specimen from heart obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122626005,Specimen from heart obtained by fine needle aspiration procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122627001,Specimen from gastrointestinal tract obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122628006,Specimen from esophagus obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122629003,Specimen from esophagus obtained by excisional biopsy of lesion
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122630008,Specimen from esophagus obtained by esophageal resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122631007,Specimen from esophagus obtained by esophagogastrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122632000,Specimen from stomach obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122633005,Specimen from stomach obtained by excisional biopsy (polypectomy) of lesion
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122634004,Specimen from stomach obtained by total gastrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122635003,Specimen from stomach obtained by partial gastrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122636002,Specimen from proximal stomach obtained by partial gastrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122637006,Specimen from distal stomach obtained by partial gastrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122638001,Tissue specimen from small intestine
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122639009,Specimen from duodenum obtained by Whipple resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122640006,Specimen from jejunum obtained by segmental resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122641005,Specimen from ileum obtained by segmental resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122642003,Specimen from distal ileum obtained by right hemicolectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122643008,Tissue specimen from large intestine
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122644002,Specimen from large intestine obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122645001,Specimen from large intestine obtained by excisional biopsy (polypectomy) of lesion
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122646000,Specimen from large intestine obtained by abdominoperineal resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122647009,Specimen from large intestine obtained by total abdominal colectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122648004,Specimen from colon obtained by right hemicolectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122649007,Specimen from colon obtained by transverse colectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122650007,Specimen from colon obtained by left hemicolectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122651006,Specimen from colon obtained by sigmoidectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122652004,Specimen from colon obtained by rectal (low anterior) resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122653009,Specimen from rectum obtained by transanal disk excision
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122654003,"Specimen from rectum obtained by transanal disk excision, intact"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122655002,"Specimen from rectum obtained by transanal disk excision, fragmented"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122656001,Tissue specimen from gall bladder
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122657005,Specimen from ampulla of Vater obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122658000,Specimen from ampulla of Vater obtained by ampullectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122659008,Specimen from ampulla of Vater obtained by pancreaticoduodenectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122660003,Specimen from ampulla of Vater obtained by pylorus-sparing pancreaticoduodenectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122661004,Specimen from pancreas obtained by partial pancreatectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122662006,Specimen from pancreatic body obtained by partial resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122663001,Specimen from pancreatic tail obtained by partial resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122664007,Specimen from pancreas obtained by total pancreatectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122665008,Specimen from pancreas obtained by pancreaticoduodenectomy (Whipple resection)
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122666009,Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122667000,Specimen from pancreas obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122668005,Specimen from urinary tract obtained by transurethral excision
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122669002,Specimen from urinary tract obtained by anterior exenteration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122670001,Specimen from kidney obtained by (core) needle biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122671002,Specimen from kidney obtained by fine needle aspiration procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122672009,Specimen from kidney obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122673004,Specimen from kidney obtained by wedge biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122674005,Specimen from right kidney obtained by radical nephrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122675006,"Specimen from right kidney obtained by radical nephrectomy, without adrenal"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122676007,Specimen from right kidney obtained by partial nephrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122677003,"Specimen from right kidney, inferior pole obtained by partial nephrectomy"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122678008,"Specimen from right kidney, middle pole obtained by partial nephrectomy"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122679000,"Specimen from right kidney, superior pole obtained by partial nephrectomy"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122680002,Specimen from left kidney obtained by radical nephrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122681003,"Specimen from left kidney obtained by radical nephrectomy, without adrenal"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122682005,Specimen from left kidney obtained by partial nephrectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122683000,"Specimen from left kidney, inferior pole obtained by partial nephrectomy"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122684006,"Specimen from left kidney, middle pole obtained by partial nephrectomy"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122685007,"Specimen from left kidney, superior pole obtained by partial nephrectomy"
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122686008,Specimen from urinary tract obtained by partial cystectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122687004,Specimen from urinary tract obtained by total cystectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122688009,Specimen from urinary tract obtained by radical cystoprostatectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122689001,Specimen from right kidney obtained by radical nephrectomy and adrenalectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122690005,Specimen from left kidney obtained by radical nephrectomy and adrenalectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122691009,Specimen from vagina obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122692002,Specimen from vagina obtained by excisional biopsy of lesion
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122693007,Specimen from vagina obtained by vaginectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122694001,Specimen from vagina obtained by radical vaginectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122696004,Specimen from uterus obtained by radical hysterectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122697008,Specimen from uterus obtained by pelvic exenteration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122698003,Specimen from uterine cervix obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122699006,Specimen from uterine cervix obtained by excisional biopsy (cone biopsy) of lesion
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122700007,Specimen from uterine cervix obtained by hysterectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122701006,Specimen from uterine cervix obtained by radical hysterectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122702004,Specimen from uterine cervix obtained by pelvic exenteration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122703009,Specimen from endometrium obtained by curettage
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122704003,Specimen from endometrium obtained by biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122705002,Specimen from endometrium obtained by hysterectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122706001,Specimen from endometrium obtained by radical hysterectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122707005,Specimen from endometrium obtained by pelvic exenteration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122708000,Specimen from ovary obtained by biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122709008,Specimen from ovary obtained by incisional biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122710003,Specimen from ovary obtained by resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122711004,Specimen from ovary obtained by removal of tumor in fragments
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122712006,Specimen from ovary obtained by hysterectomy with salpingo-oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122713001,Specimen from ovary obtained by subtotal right oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122714007,Specimen from right ovary obtained by oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122715008,Specimen from right ovary obtained by salpingo-oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122716009,Specimen from left ovary obtained by oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122717000,Specimen from ovary obtained by subtotal left oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122718005,Specimen from left ovary obtained by salpingo-oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122719002,Specimen from fallopian tube obtained by hysterectomy with salpingo-oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122720008,Specimen from fallopian tube obtained by excision of tubal fragments
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122721007,Specimen from fallopian tube obtained by pelvic exenteration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122722000,Specimen from right fallopian tube obtained by salpingo-oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122723005,Specimen from left fallopian tube obtained by salpingo-oophorectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122724004,Specimen from prostate obtained by enucleation
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122725003,Specimen from prostate obtained by radical prostatectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122726002,Specimen from prostate obtained by retropubic resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122727006,Specimen from prostate obtained by suprapubic resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122728001,Specimen from testis obtained by inguinal exposure with testicular isolation and biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122729009,Specimen from testis obtained by transscrotal needle biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122730004,Specimen from testis obtained by transcrotal open biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122732007,Specimen from thyroid obtained by lobectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122733002,Specimen from right lobe of thyroid obtained by lobe resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122734008,Specimen from left lobe of thyroid obtained by lobe resection
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122735009,Specimen from thyroid obtained by isthmectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122736005,Tissue specimen from placenta
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122737001,Specimen from breast obtained by core needle biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122738006,Specimen obtained from breast by stereotactically guided core needle biopsy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122739003,Specimen from breast obtained by incisional biopsy of breast mass
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122877000,Upper respiratory fluid specimen obtained by tracheal aspiration
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122879002,Upper gastrointestinal contents specimen
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,122880004,Urine specimen obtained by clean catch procedure
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127456000,Specimen from breast
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127457009,Tissue specimen from breast
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127458004,Specimen from lung
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127459007,Specimen from pleura
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127460002,Tissue specimen from pleura
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127461003,Specimen from pleura obtained by pleurectomy
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127462005,Specimen from heart
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127463000,Specimen from esophagus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127464006,Tissue specimen from esophagus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127465007,Specimen from gastrointestinal tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127466008,Tissue specimen from gastrointestinal tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127467004,Specimen from ampulla of Vater
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127468009,Tissue specimen from ampulla of Vater
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127469001,Specimen from pancreas
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127470000,Tissue specimen from pancreas
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127471001,Specimen from urinary tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127472008,Tissue specimen from urinary tract
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127473003,Specimen from kidney
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127474009,Tissue specimen from kidney
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127475005,Tissue specimen from testis
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127476006,Specimen from fallopian tube
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127478007,Tissue specimen from thyroid gland
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127479004,Specimen from uterus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127480001,Tissue specimen from uterus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127481002,Tissue specimen from uterine cervix
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127482009,Tissue specimen from ovary
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,127483004,Tissue specimen from fallopian tube
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128154006,Specimen from testis
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128155007,Specimen from ovary
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128156008,Tissue specimen from anus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128157004,Tissue specimen from brain
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128158009,Tissue specimen from bronchus
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128159001,Tissue specimen from colon
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128160006,Tissue specimen from conjunctiva
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128161005,Tissue specimen from cornea
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128162003,Tissue specimen from ear
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128163008,Tissue specimen from endometrium
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128164002,Tissue specimen from eye
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128165001,Tissue specimen from genital system
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128166000,Tissue specimen from heart
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128167009,Tissue specimen from internal nose
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128168004,Tissue specimen from liver
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128169007,Tissue specimen from penis
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128170008,Tissue specimen from prostate
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128171007,Tissue specimen from stomach
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128172000,Tissue specimen from throat
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128173005,Tissue specimen from trachea
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128174004,Tissue specimen from urethra
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,128175003,Tissue specimen from vagina
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167867009,Multiple joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167868004,Shoulder joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167869007,Elbow joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167870008,Wrist joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167871007,Hand joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167872000,Finger joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167873005,Hip joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167874004,Knee joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167875003,Ankle joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167876002,Foot joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167877006,Toe joint synovial fluid
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,167913002,Bone marrow source
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,168136008,Colostomy fluid sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,168137004,Gastric aspirate sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,168138009,Gastric lavage aspirate sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,168139001,Peritoneal fluid sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,168140004,Peritoneal dialysis sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,168141000,Nasal fluid sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,168145009,Lymph sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,256889002,Breast cyst fluid sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,256912003,Red blood cell fluid sample
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,257261003,Swab
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,258407001,Abscess tissue
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,258411007,Nasopharyngeal aspirate
2.16.840.1.113762.1.4.1099.54,SpecimenType,20240606,258412000,Oropharyngeal aspirate
