valueSetOid,valueSetName,version,code,display
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,45131006,Primary care hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,45288004,Free-standing urology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,45618002,Skilled nursing facility
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,45899008,Free-standing laboratory facility
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,46111000,Secondary care hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,46224007,Vaccination clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,48120004,Cancer hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,48311003,Veteran's administration hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,50569004,Hospital-based outpatient urology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,51563005,Free-standing mental health clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,52589007,Free-standing orthopedics clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,54372004,Geriatric hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,55948006,Free-standing family medicine clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,56109004,Intermediate care hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,56189001,Hospital-based outpatient obstetrical clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,56217002,Free-standing obstetrical clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,56293002,Hospital-based outpatient hematology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,56775002,Free-standing respiratory disease clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,57159002,Hospital-based outpatient respiratory disease clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,58482006,Hospital-based outpatient gastroenterology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,59374000,Traveler's aid clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,62264003,Free-standing otorhinolaryngology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,62480006,Psychiatric hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,63997002,"Skilled nursing facility, level 3 care"
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,66280005,Private home-based care
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,67190003,Free-standing clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,67236001,Hospital-based outpatient physical medicine clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,69135000,Free-standing infectious disease clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,69362002,Hospital-based ambulatory surgery facility
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,69859008,Free-standing rheumatology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,70547005,Inner city health center
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,72311000,Health maintenance organization
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,73644007,Hospital-based outpatient endocrinology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,74018000,Free-standing emergency care center
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,74056004,Orphanage
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,77500004,Vocational rehabilitation center
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,77931003,Rural health center
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,78001009,Hospital-based outpatient orthopedics clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,78088001,Hospital-based outpatient ophthalmology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,79993009,Government hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,80522000,Rehabilitation hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,81234003,Walk-in clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,82242000,Children's hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,82455001,Free-standing pediatric clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,83891005,Solo practice private office
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,84643003,Free-standing endocrinology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,89972002,Hospital-based outpatient oncology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,90484001,Hospital-based outpatient general surgery clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,91154008,Free-standing birthing center
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,91655008,Free-standing gynecology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,108344006,Nursing home AND/OR ambulatory care site
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,113172002,Free-standing oncology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,113173007,Domiciliary
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,182718004,Mountain resort sanatorium
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,185483006,Outreach clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,185484000,Dermatology outreach clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,185485004,Orthopedic outreach clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,185486003,Ophthalmology outreach clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,185487007,Podiatry outreach clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,185920002,Cardiovascular clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,223910003,HA - English health authorities
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,224687002,Prison hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,224880002,Location within general practice premises
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,224881003,Charitable nursing home
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,224924009,Cottage hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,224929004,Secure hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,225732001,Community hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,225740007,Regional centre
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,257585005,Clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,257622000,Health care facility
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,264361005,HC - Health centre
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,264372000,Pharmacy
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,274516006,Day hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,274517002,Alcoholism detoxication center
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,275576008,Elderly assessment clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,275692008,Wart clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,282086004,Dental surgery premises
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,282087008,Dental laboratory
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288561005,Special hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288565001,Medical center
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288566000,General practice examination room
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288567009,GP treatment room
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288568004,General practice consulting room
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288569007,GP reception area
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288570008,General practice waiting room
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288572000,Toilet on GP premises
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,288573005,Community health care environment
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,309895006,Private hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,309896007,Tertiary referral hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,309897003,Psychiatric day care hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,309898008,Psychogeriatric day hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,309899000,Elderly severely mentally ill day hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,309900005,Care of the elderly day hospital
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,310206007,Private nursing home
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,310390009,Hospital clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,310391008,Community clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,360957003,Hospital-based outpatient allergy clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,360966004,Hospital-based outpatient immunology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394573001,Maternity clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394574007,Antenatal clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394575008,Postnatal clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394759007,Independent provider site (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394761003,GP practice site (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394777002,Health encounter sites (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394778007,Client's or patient's home (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394783004,Group home managed by local authority (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394784005,Group home managed by voluntary or private agents (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394789000,Day centre managed by local authority (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394790009,Day centre managed by voluntary or private agents (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394794000,Health clinic managed by voluntary or private agents (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394797007,Resource centre managed by local authority (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394798002,Resource centre managed by voluntary or private agents (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,394865001,Joint consultant clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,397872006,Preoperative screening clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,405607001,Ambulatory surgery center (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,405608006,Academic medical center (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,409518000,Mass casualty setting (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,409519008,Contained casualty setting (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,413456002,Adult day care center (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,413817003,Child day care center (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,416957006,Community medical center (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,431654006,Genitourinary medicine clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,441480003,Primary care department
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,443621004,Sleep apnea clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,443750004,Nonacute hospital (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,444766008,Colposcopy clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,448399001,Dental hospital (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702706001,Diabetes clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702812003,Acute pain clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702813008,Acquired immune deficiency syndrome clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702814002,Allergy clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702819007,After hours clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702821002,Amputee clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702822009,Anticoagulation clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702823004,Asthma clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702824005,Audiology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702825006,Autism clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702826007,Bipolar clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702827003,Bone marrow transplant clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702828008,Breast clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702830005,Cardiology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702831009,Child and adolescent medicine clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702832002,Child and adolescent neurology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702833007,Child and adolescent psychiatry clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702834001,Child speech and language therapy clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702839006,Chronic obstructive pulmonary disease clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702840008,Chronic pain clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702841007,Cleft palate clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702842000,Congenital heart disease clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702843005,Congestive heart failure clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702844004,Cystic fibrosis clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702845003,Deep vein thrombosis clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702846002,Dental clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702847006,Dermatology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702848001,Diabetes foot care clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702849009,Diabetes in pregnancy clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702850009,Diabetic retinopathy clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702851008,Down syndrome clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702852001,"Ear, nose and throat clinic"
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702853006,Eating disorder clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702854000,Endocrinology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702855004,Family medicine clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702856003,Family planning clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702857007,Fetal alcohol clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702858002,Fracture clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702859005,Gastroenterology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702860000,General surgery clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702861001,Genetics clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702862008,Gynecology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702863003,Hand clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702864009,Headache clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702865005,Haematology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702866006,Haemophilia clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702867002,Hypertension clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702868007,Immunology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702870003,Infectious disease clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702871004,Infertility clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702877000,Internal medicine clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702878005,Land ambulance
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702879002,Laser eye clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702880004,Lymphoedema clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702881000,Medical day care
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702882007,Mental health clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702883002,Mood or anxiety disorder clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702884008,Movement disorder clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702885009,Multiple sclerosis clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702886005,Nephrology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702887001,Neurology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702888006,Neuromuscular clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702889003,Neurophysiology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702890007,Neuropsychology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702891006,Neurosurgery clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702892004,Obstetrics and gynecology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702893009,Occupational therapy clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702894003,Ophthalmology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702895002,Osteoporosis clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702897005,Pain clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702898000,Parkinson's disease clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702899008,Pediatric cardiology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702900003,Pediatric clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702901004,Paediatric dermatology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702902006,"Pediatric ear, nose and throat clinic (environment)"
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702903001,Pediatric endocrinology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702904007,Pediatric gastroenterology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702905008,Paediatric haematology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702906009,Pediatric infectious disease clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702907000,Pediatric rheumatology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702908005,Pediatric urology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702909002,Paediatric oncology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702910007,Pelvic floor clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702911006,Podiatry clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702912004,Preventive medicine clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702913009,Proctology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702914003,Psychiatry clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702915002,Psychology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702916001,Rehabilitation clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702917005,Respiratory disease clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702918000,Rheumatology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702919008,Schizophrenia clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702920002,Seizure clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702921003,Sexual health clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702922005,Speech and language therapy clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702923000,Sports medicine clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702924006,Stroke clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702925007,Swallow clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702926008,Tourette syndrome clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702927004,Urgent care clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702928009,Urology clinic (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702929001,Vertigo clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702930006,Plastic surgery clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702931005,Oncology clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702932003,Oral and maxillofacial surgery clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702933008,Orthopaedic clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702934002,Paediatric surgery clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,702935001,Physiotherapy clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,703069008,Nurse practitioner clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,711106004,Air ambulance
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,711188001,Transplant clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,712877007,Temporary clinic
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,722172003,Military health institution (environment)
2.16.840.1.113762.1.4.1267.31,HealthcareServiceLocationTypeCombined,20250516,722173008,Prison based care site (environment)
